lgo_ratio,hgo_ratio,lco_ratio,kero_ratio,biodiesel_ratio,density_15c,n_paraffin_c10_c15,n_paraffin_c16_c20,n_paraffin_c21_plus,aromatic_content,sulfur_ppm,cetane_index,wafi_type,wafi_ppm,season,tank_history_flag,cfpp,cp,pp,target_cfpp,decision,decision_noisy
0.666617405,0.149335849,0.057824582,0.096222163,0.03,833.9712584,12.14773972,8.595586717,1.737442984,22.016802,5.077073319,48.18737458,A,274.9667667,winter,clean,-22.69896486,-20.32385549,-16.86767639,-18,normal,normal
0.58191717,0.279328257,0.08896366,0.019790912,0.03,843.708269,10.09208132,10.70850984,2.506966744,24.85972186,7.924238008,47.69356035,B,187.4608504,winter,clean,-18.4222905,-15.60096008,-11.50925487,-18,caution,caution
0.797432692,0.103949787,0.005467512,0.063150009,0.03,829.0770615,11.62759946,9.841812705,1.9718489,21.22464275,9.782384536,51.39837842,A,121.5801911,winter,clean,-15.76835213,-13.60723692,-10.72926981,-18,risk,risk
0.791711716,0.036046283,0.053357037,0.088884964,0.03,834.7124079,10.5132498,10.44470335,1.705764628,22.86932143,8.875189726,51.98692561,B,403.5026894,deep_winter,clean,-29.93520674,-25.03524499,-24.91653957,-23,normal,normal
0.598457191,0.263321293,0.010989499,0.097232018,0.03,834.0309071,11.51627545,7.988034479,1.971476933,23.50264605,9.573269558,51.37814376,A,204.6148808,deep_winter,recent_change,-17.37149087,-13.69897206,-10.93583954,-23,risk,risk
0.761097164,0.100071922,0.08378534,0.025045574,0.03,838.4120384,9.746913571,9.020207317,2.62016388,24.27264588,8.396273675,51.07060538,none,0.0,deep_winter,mixed,-1.969973897,2.875290449,3.813012195,-23,risk,risk
0.473430067,0.274416638,0.145759868,0.076393426,0.03,845.1761706,10.4758641,9.953920549,2.4119761,29.11776688,9.054756303,46.15474618,none,0.0,winter,mixed,0.164464935,4.686611654,7.83473991,-18,risk,risk
0.581621334,0.245432175,0.087625824,0.055320666,0.03,841.060532,9.36759688,9.813205769,2.395824502,26.14483337,5.432017855,45.94527344,C,371.9260039,deep_winter,recent_change,-21.94859807,-17.15057554,-14.31814758,-23,risk,risk
0.691830685,0.115634225,0.088454722,0.074080367,0.03,838.7504475,10.02487844,8.122120007,1.906475422,23.64017551,9.778652954,48.63312119,A,235.4818951,deep_winter,clean,-23.08795,-19.91766217,-15.2851403,-23,caution,caution
0.56256824,0.250969678,0.092181477,0.064280605,0.03,843.6021008,10.01548957,9.113477689,2.985667447,27.49310192,9.742417024,49.27180802,A,387.1789373,deep_winter,mixed,-16.26919071,-11.72962486,-8.977940935,-23,risk,risk
0.566878048,0.161701294,0.190942492,0.050478166,0.03,847.2447791,7.666698566,9.642407845,1.901329297,27.79804457,7.830490718,45.68371343,C,288.3524215,deep_winter,clean,-15.66821517,-11.43431159,-10.12200106,-23,risk,risk
0.476469788,0.246719293,0.169443032,0.077367887,0.03,844.6196877,8.430014904,7.979410929,2.552183557,27.92043796,5.181059066,47.8916099,B,464.7040191,deep_winter,recent_change,-19.00595974,-16.03276035,-12.57302845,-23,risk,risk
0.644870777,0.203628812,0.068522032,0.052978379,0.03,840.1396017,10.40344852,9.66859315,1.980909204,25.01020666,9.819044,49.85842092,A,499.1108104,deep_winter,mixed,-18.70150124,-15.7128175,-11.16111023,-23,risk,risk
0.676631581,0.214414251,0.070313711,0.008640457,0.03,840.3163117,8.971838886,9.051567592,2.469550205,24.86333654,9.379693708,48.52596074,C,132.1563005,winter,clean,-13.15192347,-10.51715729,-4.83588395,-18,risk,risk
0.719660469,0.198763811,0.041283336,0.010292384,0.03,839.3115932,8.709792302,10.50759628,2.517654353,26.43595563,5.754970071,51.06057999,B,389.9611778,deep_winter,clean,-22.24271381,-19.51874397,-13.4059015,-23,risk,risk
0.569095813,0.188390524,0.137802015,0.074711648,0.03,844.4700432,9.218948292,8.747120511,1.377895802,25.74400945,9.421790342,48.58959708,C,333.6658623,deep_winter,recent_change,-25.38598864,-21.5233742,-19.47613522,-23,caution,caution
0.656131287,0.201375429,0.062936088,0.049557197,0.03,837.7032719,10.35784988,9.580464537,2.228327153,25.81141076,6.737620115,49.49958847,A,90.20470213,winter,clean,-11.23097511,-6.826143207,-6.12412594,-18,risk,risk
0.826875531,0.052391996,0.065587707,0.025144766,0.03,832.8102312,11.30676499,10.26323596,1.718582511,21.61346717,5.581351865,49.57968033,B,149.7411323,winter,recent_change,-22.82502873,-18.49729484,-17.61276929,-18,caution,caution
0.795443563,0.020024295,0.148256491,0.006275651,0.03,840.8848035,9.808363523,8.45789958,2.170209178,25.44007899,9.843913,48.1304814,C,275.9235345,deep_winter,clean,-25.39629525,-22.08658176,-16.95659442,-23,caution,caution
0.608936943,0.174698628,0.093183623,0.093180805,0.03,838.2788286,11.21499576,8.038110331,2.357463588,27.84408677,5.685233298,49.24854646,A,145.7624251,winter,clean,-18.64815371,-16.36452143,-13.49767121,-18,caution,caution
0.636021071,0.260772301,0.023108196,0.050098432,0.03,836.1673005,11.22899616,9.038055245,3.476084347,22.35367717,7.15846004,48.23526998,A,426.0718663,deep_winter,mixed,-16.6153799,-12.31424715,-10.75465221,-23,risk,risk
0.687376397,0.074120102,0.154441223,0.054062278,0.03,845.6607084,10.06239595,8.497452945,2.228262724,22.4087153,6.364714922,46.64839997,C,307.1341841,winter,clean,-20.3940313,-17.81814617,-15.03781127,-18,caution,caution
0.568435922,0.185610363,0.178380643,0.037573073,0.03,848.4948714,9.611440952,10.67550417,2.415216452,29.11933756,5.929761256,48.04254755,none,0.0,winter,clean,-1.547221759,2.660430875,5.968861406,-18,risk,risk
0.694872731,0.133061444,0.126292937,0.015772887,0.03,843.333088,8.811087242,9.195405381,1.819997367,25.72445646,9.020860794,47.26121072,C,376.7602835,deep_winter,clean,-22.94933612,-19.8298223,-17.58252549,-23,risk,risk
0.713689602,0.082263717,0.133875652,0.040171029,0.03,839.1418077,9.88528711,8.865140336,1.514757096,24.4483291,5.379527249,49.70369915,A,289.1820512,winter,mixed,-20.92740715,-16.5285124,-14.85584199,-18,caution,caution
0.674939328,0.203804265,0.009654173,0.081602235,0.03,835.1290467,11.05217428,8.502302752,1.936049744,25.28237976,5.753796094,51.37473883,A,290.5133595,winter,clean,-21.0488133,-17.47285719,-13.94043335,-18,caution,caution
0.546655452,0.217164623,0.175899024,0.0302809,0.03,842.4342389,8.551953705,9.018293776,2.195359776,27.68888387,7.796337658,48.08077682,none,0.0,deep_winter,recent_change,-1.175170208,1.114185875,4.815935876,-23,risk,risk
0.794121564,0.048591483,0.077886074,0.049400879,0.03,836.1617758,10.81456241,10.78111715,2.271683133,22.91162924,5.619498616,49.22104401,A,295.3459168,winter,clean,-21.49985493,-18.26100288,-14.0721551,-18,caution,caution
0.601444312,0.241394673,0.042634586,0.084526429,0.03,840.3247002,10.52256952,9.390213041,2.449164154,23.62426219,8.286043308,51.08363774,B,373.8535056,deep_winter,recent_change,-23.61649452,-21.33867686,-16.35350557,-23,caution,caution
0.520481393,0.255598519,0.188555536,0.005364552,0.03,850.4441598,8.766695856,9.827560698,2.060623544,27.99396649,9.557038872,46.93556008,C,281.2795761,deep_winter,clean,-12.9230564,-9.836040456,-7.007105982,-23,risk,risk
0.662961234,0.096088659,0.128774055,0.082176053,0.03,837.2319998,9.55203484,9.317835597,1.925499184,25.4027845,6.673250823,48.70834039,A,88.85477541,winter,recent_change,-15.47443912,-12.7983544,-7.585812939,-18,risk,risk
0.531652431,0.218858129,0.125294348,0.094195092,0.03,840.8032482,9.533364113,9.52588107,2.37489078,25.20208608,7.323827576,45.07713455,A,78.44309548,winter,recent_change,-10.09288839,-7.142600979,-3.433637918,-18,risk,caution
0.744861847,0.018391817,0.192928503,0.013817833,0.03,843.2461308,9.79227679,7.683908412,1.926439486,25.50140368,6.73581811,48.32539753,B,289.0001543,winter,mixed,-21.44889634,-16.67495649,-13.8057078,-18,caution,normal
0.706969843,0.195646323,0.03132658,0.036057255,0.03,837.1903941,10.50507928,8.557460664,2.170743799,22.47839639,6.021799154,49.90725354,C,292.213783,deep_winter,recent_change,-21.65452882,-18.46211114,-14.21800874,-23,risk,risk
0.523818584,0.243809656,0.103481941,0.098889819,0.03,839.6289258,9.181634408,7.808452698,2.428565011,23.95172715,8.927903184,48.74886295,B,56.00205204,winter,mixed,-12.07312503,-7.405177945,-4.326224546,-18,risk,risk
0.535412016,0.219358246,0.144288316,0.070941422,0.03,845.3465012,9.991790681,9.575858583,2.702173361,26.42590752,9.404867109,47.66850874,C,375.7274469,deep_winter,clean,-23.25605415,-19.41038713,-17.81304365,-23,caution,risk
0.65493768,0.085451311,0.182919769,0.04669124,0.03,841.138372,9.403243484,7.251332296,2.325609811,27.6425342,5.135642815,47.02204297,B,325.5014379,deep_winter,clean,-20.84825292,-16.46020405,-14.27470889,-23,risk,risk
0.697466858,0.019555738,0.173329345,0.079648059,0.03,838.4571529,11.47225563,7.35394097,1.659422713,27.58956055,7.548234025,48.24166935,C,308.6832397,deep_winter,recent_change,-22.46866591,-19.6079953,-15.32950255,-23,risk,risk
0.736604155,0.169784437,0.010314762,0.053296645,0.03,833.9372749,11.43344142,10.17623695,2.365745065,21.79703799,5.233986103,50.48520513,C,225.5745965,winter,clean,-19.01697565,-16.64055743,-11.78825582,-18,caution,caution
0.781991181,0.088841038,0.008927498,0.090240284,0.03,831.8774938,11.7607889,8.075786556,1.74261508,20.68030504,5.849192902,50.29053455,C,174.9049491,winter,recent_change,-20.71658398,-18.11259249,-14.64428462,-18,caution,caution
0.516412558,0.279033529,0.113344663,0.061209251,0.03,841.9118159,10.63528337,9.111008774,1.965386041,24.91240665,9.622570297,47.69428769,A,334.9217757,winter,recent_change,-16.56711871,-12.22469139,-9.973192317,-18,risk,risk
0.561804666,0.24066907,0.113771967,0.053754297,0.03,840.8253615,8.648538994,8.729116008,1.709283077,27.44004838,7.297276119,46.87556039,A,103.4284779,winter,mixed,-10.97785309,-7.617540023,-3.110128626,-18,risk,risk
0.796344354,0.132962109,0.029717524,0.010976012,0.03,839.4337648,10.52501525,11.6362813,1.942777051,21.42081493,5.191241972,51.4411323,B,67.1432839,winter,mixed,-11.33643678,-8.711552098,-5.606179752,-18,risk,risk
0.739830228,0.140705876,0.078344815,0.011119081,0.03,837.9675985,11.60078585,8.959884483,2.177708154,22.83791912,9.246834069,50.17841484,C,263.5560212,winter,clean,-20.06216295,-17.41142076,-12.56248142,-18,caution,caution
0.693975912,0.072421661,0.18884663,0.014755796,0.03,845.4627907,9.629335626,7.871931467,2.233260282,27.34431733,9.670263471,47.78801584,C,186.7157599,winter,clean,-15.31823599,-10.69328708,-6.757083557,-18,risk,risk
0.769113867,0.066748107,0.03482806,0.099309965,0.03,831.7725173,12.09001723,8.65043242,1.841135989,20.68225334,8.218843365,51.79705957,A,198.8879766,winter,clean,-22.07747598,-17.31954929,-13.79886304,-18,normal,normal
0.587947908,0.151112162,0.133619518,0.097320412,0.03,838.1593747,10.37114444,5.708404269,1.721748283,24.14533507,8.866274951,45.83009447,C,340.7485209,winter,clean,-29.89259509,-26.41298963,-22.37842684,-18,normal,normal
0.68043892,0.200361279,0.026266442,0.062933359,0.03,836.9212264,9.206330094,9.610259941,2.185835221,23.62178276,5.801687462,52.25439825,B,66.54439818,winter,clean,-15.06296293,-11.3524762,-6.586333187,-18,risk,risk
0.644099531,0.175577049,0.052179227,0.098144192,0.03,835.2923169,9.616285051,9.723026456,3.068916946,22.49796969,6.609135418,49.09880239,B,222.7090524,deep_winter,mixed,-22.19455186,-17.9990867,-13.48765757,-23,risk,risk
0.759160257,0.085372465,0.048355975,0.077111303,0.03,832.5265689,10.01577915,8.328944379,2.497383945,21.48752669,6.739535875,50.84755877,A,297.3676361,deep_winter,clean,-23.10155912,-20.1430035,-14.54258484,-23,caution,caution
0.718361767,0.163760064,0.0672897,0.020588468,0.03,838.1625348,9.780825053,9.636960079,1.723571969,28.43559975,8.429785118,49.3090346,B,232.8700241,winter,recent_change,-24.03508777,-20.9149057,-17.76772684,-18,caution,caution
0.848358757,0.021107383,0.078946454,0.021587406,0.03,832.3990969,9.209301828,8.627299483,2.235408135,23.95242664,8.92594426,49.89926955,B,51.27014347,winter,recent_change,-13.42057327,-9.307403092,-5.188013367,-18,risk,risk
0.627645483,0.159230261,0.102144455,0.0809798,0.03,838.4843381,9.448084181,7.576411521,1.980758349,23.48220015,8.711174416,49.53640262,C,169.6730514,deep_winter,recent_change,-19.19933834,-14.94532203,-11.46547149,-23,risk,risk
0.551115011,0.217350564,0.190154842,0.011379584,0.03,849.5035601,9.631628825,9.683866491,1.50945573,28.16668757,8.440954777,48.76132742,A,201.0811592,winter,clean,-11.74232483,-6.845392977,-3.15336709,-18,risk,caution
0.666313268,0.276293384,0.006355008,0.02103834,0.03,838.7878033,10.85416213,9.374939788,2.275186311,23.16527799,8.819644534,50.75774188,A,256.4224695,winter,clean,-17.41256951,-15.34010402,-10.53272431,-18,risk,risk
0.670292506,0.109126638,0.128808743,0.061772112,0.03,840.4583564,9.964805451,9.155041457,1.852559721,25.930758,9.17389046,49.60645146,A,336.0932209,winter,mixed,-19.19982852,-14.35319697,-13.03423027,-18,caution,caution
0.740129253,0.182780931,0.002045413,0.045044402,0.03,835.4113897,10.79644742,9.647326419,2.189312572,22.09662662,8.47593169,51.17266928,C,122.9293033,winter,mixed,-13.73039818,-8.752513036,-6.820384859,-18,risk,risk
0.548023747,0.164230897,0.160642773,0.097102583,0.03,841.9781446,11.05534967,8.2044934,1.939840207,26.8817419,7.679227379,46.25130468,A,322.3349627,deep_winter,clean,-19.02591937,-16.86469403,-11.95932414,-23,risk,risk
0.761596582,0.012215988,0.153859294,0.042328135,0.03,837.2096423,9.031557822,8.466425048,2.456523998,27.55433162,8.337773404,48.19117486,none,0.0,winter,mixed,-5.930067757,-1.009531587,2.056071011,-18,risk,risk
0.792208958,0.07503672,0.082913871,0.019840452,0.03,836.6997222,12.21306249,7.609931711,2.025576372,20.83732402,8.705943776,49.67957798,C,231.223878,winter,clean,-23.04155907,-19.56876052,-16.91995782,-18,normal,normal
0.691320105,0.225277808,0.035786284,0.017615802,0.03,838.0308942,9.650652515,9.273886316,2.387479081,22.85632415,7.947305147,49.7983392,A,337.9942503,winter,clean,-17.72669135,-14.64235269,-11.94577314,-18,risk,risk
0.576471608,0.270754674,0.031192761,0.091580958,0.03,837.7445247,11.17249036,10.23937482,2.3455858,22.9125497,6.249722746,49.28990982,A,85.26190398,winter,clean,-10.81052431,-8.178010132,-3.927373125,-18,risk,risk
0.589463776,0.239120455,0.121750256,0.019665513,0.03,844.6848614,8.351916517,9.851906922,2.569524748,24.34899101,8.447166865,47.41977351,A,60.10710522,winter,clean,-5.520493942,-1.913158804,1.570829938,-18,risk,risk
0.734835017,0.162515593,0.026935071,0.045714319,0.03,837.5380461,10.75134994,11.46811243,2.582940614,24.53475902,9.526687484,49.75162977,A,174.6955358,winter,mixed,-12.94428482,-8.225652565,-5.544745171,-18,risk,risk
0.627539386,0.240378505,0.093265165,0.008816944,0.03,842.8227882,10.0618925,11.36937999,1.996581815,25.84557119,6.271792959,49.25872043,A,247.8554645,deep_winter,mixed,-11.89261127,-7.835416105,-3.577033054,-23,risk,risk
0.535878803,0.158268786,0.181618042,0.094234369,0.03,842.350615,10.54062964,8.969890555,2.167360643,26.2086015,7.567248825,46.35085569,B,399.8441855,deep_winter,recent_change,-21.67730962,-18.14232064,-12.72954451,-23,risk,risk
0.639360862,0.240543765,0.064205644,0.025889729,0.03,839.8594686,10.72504187,7.856300538,2.650295477,26.13100194,7.154201824,50.31115224,A,345.0964035,deep_winter,clean,-18.02324598,-14.75067806,-13.01124703,-23,risk,risk
0.592946467,0.198123804,0.100086713,0.078843016,0.03,837.4992719,9.386241336,9.747821811,1.735565031,24.25493692,7.216553386,45.86733043,A,299.3974342,winter,recent_change,-21.21332172,-16.42566617,-14.04862124,-18,caution,caution
0.72617152,0.151401476,0.021606459,0.070820545,0.03,835.4943272,13.34432802,8.732876374,2.247146173,21.60975028,6.982529605,50.45446717,A,109.0833918,deep_winter,clean,-14.91219996,-11.68096842,-7.101496347,-23,risk,risk
0.77540017,0.091015641,0.00360833,0.099975859,0.03,829.2366397,12.60104427,9.250858819,2.067176439,21.45490651,6.12195858,52.33136642,B,260.1140977,deep_winter,recent_change,-28.01436648,-23.11014251,-22.57223179,-23,caution,caution
0.664305535,0.050447549,0.182982254,0.072264662,0.03,840.9373221,9.887661942,8.789034991,2.428299044,27.65194303,7.616969594,47.99052678,C,499.7744265,deep_winter,clean,-21.18094661,-17.77657987,-14.26160192,-23,risk,risk
0.683108865,0.029692072,0.158786929,0.098412133,0.03,836.355368,9.571826494,9.778061561,1.55903426,24.93275217,5.714031228,47.85649336,A,256.8989131,deep_winter,clean,-19.62866134,-16.1686701,-11.12604782,-23,risk,risk
0.775175658,0.033104541,0.123354709,0.038365092,0.03,837.669525,11.58130234,8.927174138,1.877166801,25.10059512,7.798686329,48.10279785,A,157.1903413,winter,clean,-19.3061373,-16.13480292,-11.62433032,-18,caution,caution
0.610856,0.190987805,0.156444488,0.011711707,0.03,841.4534363,9.713667777,9.025179214,1.969953605,23.8837522,5.728410067,47.89580564,C,319.2248016,deep_winter,recent_change,-14.38053464,-9.881008486,-7.578623435,-23,risk,risk
0.579994339,0.285235138,0.091487655,0.013282868,0.03,846.6446276,8.206511111,9.739484729,2.741821063,26.72333323,6.508523845,49.74313057,B,77.90415567,winter,clean,-10.52617036,-5.716541856,-3.859518537,-18,risk,risk
0.788428146,0.063959123,0.025910417,0.091702314,0.03,830.5106369,12.79452853,9.271344151,1.919370934,20.63123084,9.710007223,50.21961468,C,377.9847178,deep_winter,recent_change,-28.27457983,-23.75953989,-22.15588171,-23,caution,caution
0.72056929,0.070038634,0.131675732,0.047716345,0.03,840.2340315,11.06935824,7.558075707,0.931043856,26.51804436,9.898043042,50.32266442,none,0.0,winter,clean,-7.505247184,-3.67744822,1.230307099,-18,risk,risk
0.703893305,0.123219231,0.092981015,0.049906449,0.03,836.3187907,10.53355803,8.726195028,1.845673899,26.32212173,5.426261146,50.46415171,C,493.3454989,deep_winter,mixed,-26.15325837,-22.41805089,-18.98512368,-23,caution,caution
0.670014568,0.090813448,0.109972548,0.099199436,0.03,836.2326823,10.62874238,7.315035466,2.006180853,21.97736564,9.901601222,47.66896733,A,198.281506,winter,mixed,-21.07274947,-17.83706228,-12.73571288,-18,caution,caution
0.472686892,0.297178998,0.156543215,0.043590896,0.03,848.4949858,9.286194225,8.392419663,2.32141324,27.15299242,8.871146825,46.21637105,C,474.6499442,deep_winter,clean,-16.25372827,-12.62267069,-7.657868789,-23,risk,risk
0.668797363,0.055288655,0.199730651,0.046183331,0.03,842.828049,9.363517014,7.907108198,2.362937328,25.81478798,6.992613152,48.32165314,A,343.437351,winter,mixed,-16.55958499,-13.56630118,-8.612463373,-18,risk,caution
0.442813189,0.260342306,0.185631491,0.081213014,0.03,844.4420288,10.19374067,7.737969088,2.373522002,29.43672444,9.707197924,47.18188172,A,289.2627384,winter,recent_change,-14.29909338,-11.30163916,-8.656202715,-18,risk,risk
0.76374867,0.029386958,0.140723138,0.036141234,0.03,838.6152129,10.37818279,8.296297682,2.506790858,25.3068302,7.608547644,49.27670391,A,489.2463442,deep_winter,clean,-24.49172896,-22.15459674,-17.2292923,-23,caution,caution
0.669511771,0.098367965,0.126525888,0.075594376,0.03,839.1301391,10.29125644,8.395402749,2.241206245,24.81901053,9.462425891,47.95015868,C,451.9146224,deep_winter,recent_change,-27.98285158,-24.19827424,-19.49647161,-23,caution,caution
0.71642677,0.137468026,0.047293444,0.068811761,0.03,833.3848569,11.45168294,10.19021411,1.873650353,23.92788758,5.890875691,51.15587378,A,130.4958924,winter,recent_change,-14.91056038,-12.17335168,-7.02095957,-18,risk,risk
0.586445751,0.225181476,0.125669591,0.032703182,0.03,845.5396184,9.924110467,9.613795383,2.448335376,27.08399571,5.411198234,49.10681081,B,432.1605133,deep_winter,clean,-23.96141841,-20.56000535,-17.60931302,-23,caution,caution
0.709612101,0.089377776,0.111177091,0.059833032,0.03,838.3177796,9.569333718,9.494192494,2.24593791,27.26105319,5.108680098,47.54605299,A,460.7854297,deep_winter,recent_change,-22.74391491,-20.14535161,-16.350562,-23,risk,risk
0.53417181,0.294542991,0.117711667,0.023573531,0.03,844.4167472,9.511190277,9.217175829,2.2889482,26.14734658,5.88690188,48.13470535,A,487.799923,deep_winter,recent_change,-17.13364536,-13.26491869,-10.40781045,-23,risk,caution
0.721123067,0.037606581,0.113161953,0.098108399,0.03,835.3708573,10.59957495,7.166765917,1.286254698,24.45509248,6.156510826,48.16264159,A,230.8802045,winter,mixed,-22.82790021,-18.37257376,-16.74345846,-18,caution,caution
0.589958955,0.112281466,0.194558682,0.073200897,0.03,844.0540773,11.04534743,8.001962782,2.015732699,27.24226595,5.580535061,47.17517611,A,356.4147602,deep_winter,recent_change,-18.83450798,-14.22188441,-10.72261,-23,risk,risk
0.723261735,0.040444222,0.136958957,0.069335086,0.03,836.0867566,10.99884825,9.694897788,1.588905382,25.66931212,6.093085539,48.52656032,C,194.7383422,winter,clean,-23.37449659,-19.49850357,-15.3671148,-18,normal,normal
0.536718126,0.156993189,0.180170023,0.096118663,0.03,844.3230335,9.48816704,8.28735747,1.538277053,28.59432248,7.692594704,45.99977668,C,239.0076233,winter,clean,-19.32856461,-15.35328509,-10.75048006,-18,caution,caution
0.720820108,0.145247617,0.0858804,0.018051875,0.03,838.5743638,9.305835961,10.12066575,2.352295052,24.39032648,5.052584273,49.16549593,A,229.7499706,winter,clean,-17.70042374,-14.18175705,-12.39736816,-18,risk,risk
0.548414774,0.157164125,0.185760731,0.07866037,0.03,842.9413175,9.496263106,8.353708125,1.248596672,26.45442477,6.11723842,48.27025765,A,213.1357068,winter,clean,-16.94298837,-14.56366613,-10.98809012,-18,risk,risk
0.491733811,0.238971317,0.141453351,0.097841522,0.03,841.224659,9.941611014,7.426957368,1.620871636,26.54318371,8.829124526,46.18032133,A,264.6669645,winter,clean,-22.14266754,-17.65012321,-16.24080521,-18,normal,normal
0.792041994,0.076834559,0.039565833,0.061557614,0.03,832.724071,11.34544108,8.827765756,1.641186031,23.38815376,7.113830109,49.96275113,A,363.1085878,deep_winter,clean,-24.51617227,-19.88113579,-16.84401322,-23,caution,caution
0.632595798,0.168760345,0.092544321,0.076099537,0.03,838.533519,10.39660727,8.837058288,1.63453812,25.00656681,9.150177851,48.30909167,B,338.6909054,winter,clean,-26.75591847,-23.9118031,-19.91156044,-18,normal,normal
0.676800731,0.200078128,0.023015767,0.070105373,0.03,834.5919791,10.00932638,7.019182082,1.946723953,23.49129383,5.78588288,50.97491404,C,219.8397163,deep_winter,clean,-22.82665951,-19.87201668,-13.98398873,-23,risk,risk
0.726816579,0.055882839,0.110638274,0.076662309,0.03,833.5792317,12.308169,8.344258455,1.728910237,25.22126177,8.778232517,48.90624426,A,245.2685006,deep_winter,clean,-24.15885382,-21.7320735,-17.70466072,-23,caution,caution
0.558740956,0.269092598,0.119081274,0.023085172,0.03,846.3686891,8.984093625,10.47703648,2.488169485,26.84363361,5.139344904,49.81441176,B,178.6163269,deep_winter,mixed,-16.87997216,-11.96330823,-9.088639257,-23,risk,risk
0.533458135,0.262437939,0.15980381,0.014300116,0.03,849.0786891,8.222653117,8.670718416,2.253898726,25.86416535,7.731570565,47.94289921,C,173.8382312,winter,clean,-11.1162353,-7.028503304,-5.786381557,-18,risk,risk
0.757028803,0.076083253,0.067463343,0.069424601,0.03,833.5364829,12.63027718,9.066451162,1.915898314,24.14230039,7.851856545,50.420492,B,292.310029,deep_winter,recent_change,-27.296376,-22.79459762,-18.29828952,-23,caution,caution
0.845618642,0.016940998,0.067814038,0.039626321,0.03,836.0995503,11.10825908,8.65868931,1.483534151,22.90782092,6.17274879,52.23348741,A,200.3109985,deep_winter,recent_change,-21.33870638,-18.0995661,-14.42788673,-23,risk,risk
0.724014251,0.086046499,0.159557178,0.000382072,0.03,845.8102343,8.161551098,9.841007788,2.691022262,28.76447115,9.530138685,47.95286587,none,0.0,deep_winter,recent_change,-1.319901528,1.480338405,5.547635543,-23,risk,risk
0.571967917,0.289301392,0.080231484,0.028499206,0.03,839.6495814,10.37562974,8.996924606,2.164207625,25.24617871,8.574664168,47.59911584,A,496.8675086,deep_winter,recent_change,-16.53292688,-12.0034603,-7.707902417,-23,risk,risk
0.751022251,0.178277363,0.02151722,0.019183167,0.03,834.5867546,10.21380814,8.718591986,2.291287356,22.00601101,8.607750101,49.30376498,C,190.08253,winter,clean,-17.90073893,-13.73938884,-11.69143563,-18,risk,risk
0.843168646,0.059049112,0.029524855,0.038257388,0.03,832.0839449,10.87647146,8.874520326,1.051656601,22.69821061,5.619309256,51.5111031,C,183.9536506,winter,recent_change,-21.32189305,-17.44179168,-14.30025123,-18,caution,caution
0.744315473,0.024937584,0.147275049,0.053471894,0.03,839.6711592,9.62965154,9.356274803,1.716800498,25.4314432,8.725399328,49.60529693,C,355.6196165,deep_winter,clean,-27.89041148,-25.30030132,-21.35623527,-23,normal,normal
